book_title,author,isbn,publisher,weeks_on_list,movie_title,year,length,movie_genre,movie_rating,star_rating, gross_amount ,Book Title (GoodReads),Author,average_rating,isbn,isbn13,language_code,publication_date,publisher
THE BOOK WITH NO PICTURES,B.J. Novak,9780803741713,Dial,183,Winter's Bone,2010,100 min,"Drama, Mystery",R,7.1,"$6,531,503.00 ",A Cold Treachery (Inspector Ian Rutledge  #7),Charles Todd,4.15,553586610,9780410000000,eng,3/10/2017,Methuen Drama
I LOVE MOM WITH THE VERY HUNGRY CATERPILLAR,Eric Carle,9780451533463,Grosset & Dunlap,15,The Blind Side,2009,129 min,"Biography, Drama, Sport",PG-13,7.6,"$255,959,475.00 ",A Collection of Rudyard Kipling's Just So Stories,Rudyard Kipling/Christopher Corr,4.09,763626295,9780550000000,eng,8/30/2005,Bantam
THE HUNGER GAMES,Suzanne Collins,9781338635171,Scholastic,273,A Single Man,2009,99 min,"Crime, Drama, Romance",R,7.5,"$9,166,863.00 ",A Companion to Plato's Republic,Nicholas P. White,3.67,915144921,9780760000000,en-US,10/7/2004,Candlewick
DIARY OF A WIMPY KID,and   Jeff Kinney,9781419762949,Amulet,737,Crazy Heart,2009,112 min,"Drama, Music, Romance",R,7.2,"$39,462,438.00 ",A Complicated Kindness,Miriam Toews,3.65,1582433224,9780920000000,eng,5/1/1979,Hackett Publishing Company  Inc.
A GOOD GIRL'S GUIDE TO MURDER,Holly Jackson,9781984896391,Delacorte,83,Up in the Air,2009,109 min,"Comedy, Drama, Romance",R,7.4,"$83,823,381.00 ",A Complicated Kindness (Bookclub-In-A-Box),Marilyn Herbert/Miriam Toews,4,1897082274,9781580000000,eng,8/17/2005,Counterpoint LLC
THE SUMMER I TURNED PRETTY TRILOGY,Jenny Han,9781416968290,Simon & Schuster,54,The Last Station,2009,112 min,"Biography, Drama, Romance",R,6.9,"$6,616,974.00 ",A Confederacy of Dunces,John Kennedy Toole,3.89,140282688,9781900000000,eng,8/30/2006,Bookclub-In-A-Box
HARRY POTTER,J.K. Rowling,9780590353427,Scholastic,736,The Soloist,2009,117 min,"Biography, Drama, Music",PG-13,6.7,"$31,670,931.00 ",A Confederacy of Dunces,John Kennedy Toole/Walker Percy,3.89,141182865,9780140000000,eng,2/26/2003,Penguin Books  Limited (UK)
CAPTAIN UNDERPANTS,and   Dav Pilkey,9781338865394,Scholastic,313,Like Dandelion Dust,2009,100 min,Drama,PG-13,7,"$352,810.00 ",A Confederate General from Big Sur / Dreaming of Babylon / The Hawkline Monster,Richard Brautigan,4.25,395547032,9780140000000,eng,3/30/2000,Penguin Classics
SHADOW AND BONE TRILOGY,Leigh Bardugo,9781250196231,Square Fish,43,Public Enemies,2009,140 min,"Action, Biography, Crime",R,7,"$97,104,620.00 ",A Conflict of Visions: Ideological Origins of Political Struggles,Thomas Sowell,4.31,465081428,9780400000000,en-US,2/4/1991,Mariner Books
THE INHERITANCE GAMES,Jennifer Lynn Barnes,9780759555402,"Little, Brown",35,Confessions of a Shopaholic,2009,104 min,"Comedy, Romance",PG,5.8,"$44,277,350.00 ",A Couple of April Fools (The Hamlet Chronicles #6),Gregory Maguire/Elaine Clayton,3.48,60760826,9780470000000,eng,1/3/2002,Basic Books
PERCY JACKSON & THE OLYMPIANS,Rick Riordan,9780786838653,Disney-Hyperion,671,Inkheart,2008,106 min,"Adventure, Family, Fantasy",PG,6.1,"$17,303,424.00 ",A Crack in the Edge of the World,Simon Winchester,3.78,60572000,9780060000000,eng,3/1/2005,HarperCollins
WHO WAS/IS . . . ?,Jim Gigliotti and others; various illustrators,9780448483207,Penguin Workshop,140,Revolutionary Road,2008,119 min,"Drama, Romance",R,7.3,"$22,911,480.00 ",A Crown of Swords (The Wheel of Time  #7),Robert Jordan,4.04,812550285,9780060000000,eng,10/10/2006,Harper Perennial
FIVE SURVIVE,Holly Jackson,9780593374160,Delacorte,22,,,,,,,,A Damsel in Distress,P.G. Wodehouse,4.08,1406953210,9780810000000,eng,11/15/1997,Tor Books
NICK AND CHARLIE,Alice Oseman,9781338885101,Scholastic,17,,,,,,,,A Dance At The Slaughterhouse (Matthew Scudder  #9),Lawrence Block,4.18,380813734,9781410000000,eng,11/3/2006,rbooks
SILVER IN THE BONE,Alexandra Bracken,9780593481653,Knopf,4,,,,,,,,A Dance to the Music of Time: 1st Movement (A Dance to the Music of Time  #1-3),Anthony Powell,3.95,226677141,9780380000000,eng,7/3/2000,Harper Paperbacks
THE FIRST TO DIE AT THE END,Adam Silvera,9780063240803,Quill Tree,30,,,,,,,,A Dance to the Music of Time: 2nd Movement (A Dance to the Music of Time  #4-6),Anthony Powell,4.29,226677168,9780230000000,eng,5/31/1995,University of Chicago Press
LIGHTLARK,Alex Aster,9781419760860,Amulet,36,,,,,,,,A Dance to the Music of Time: 3rd Movement (A Dance to the Music of Time  #7-9),Anthony Powell,4.26,226677176,9780230000000,eng,6/15/1995,University of Chicago Press
SPELL BOUND,F.T. Lukens,9781665940184,Margaret K. McElderry,4,,,,,,,,A Dance to the Music of Time: 4th Movement (A Dance to the Music of Time  #10-12),Anthony Powell,4.22,226677184,9780230000000,eng,5/31/1995,University of Chicago Press
THE STOLEN HEIR,Holly Black,9780316592703,"Little, Brown",17,,,,,,,,A Dangerous Fortune,Ken Follett,4.05,330332651,9780230000000,eng,5/31/1995,University of Chicago Press
SHE IS A HAUNTING,Trang Thanh Tran,9781547610815,Bloomsbury,9,,,,,,,,A Dangerous Man (Hank Thompson  #3),Charlie Huston,4.07,034548133X,9780330000000,eng,2/19/1999,MacMillan General Books
THE LITTLE MERMAID: AGAINST THE TIDE,J. Elle,9781368077224,Disney,3,,,,,,,,A Day in the Life: The Music and Artistry of the Beatles,Mark Hertsgaard,4.16,385315171,9780350000000,eng,9/19/2006,Ballantine Books
LOVELESS,Alice Oseman,9781338751932,Scholastic,34,,,,,,,,A Devilish Dilemma,Judith A. Lansdowne,4.02,821758268,9780390000000,eng,3/1/1996,Delta
DEMON COPPERHEAD,Barbara Kingsolver,9780063252004,HarperAudio,0,,,,,,,,A Different Mirror: A History of Multicultural America,Ronald Takaki,4.13,316831115,9780820000000,eng,1/1/1998,Zebra
I WILL FIND YOU,Harlan Coben,9781543661385,Brilliance Audio,0,,,,,,,,A Dirty Job (Grim Reaper  #1),Christopher Moore,4.07,60590270,9780320000000,en-US,6/1/1994,Back Bay Books
MAD HONEY,Jodi Picoult and Jennifer Finney Boylan,9780593614105,Random House Audio,0,,,,,,,,A Distant Mirror: The Calamitous 14th Century,Barbara W. Tuchman,4.08,345910907,9780060000000,en-US,3/21/2006,William Morrow
ALL MY KNOTTED-UP LIFE,Beth Moore,9781496480514,Tyndale Audio,0,,,,,,,,A Divine Revelation of Hell,Mary K. Baxter/T.L. Lowery,4.18,883682796,9780350000000,eng,7/12/1987,Ballantine Books
PARIS,Paris Hilton,9780063224643,HarperAudio,0,,,,,,,,A Door of Hope,Jan Frank,3.97,898401879,9780880000000,eng,1/1/1993,Whitaker House
"FRIENDS, LOVERS, AND THE BIG TERRIBLE THING",Matthew Perry,9781250867070,Macmillan Audio,0,,,,,,,,A Dracula Handbook,Elizabeth Russell Miller,4.07,1413480942,9780900000000,eng,4/1/1987,Here's Life Publishers
DARE TO LEAD,Brené Brown,9780399592522,Random House,0,,,,,,,,A Drink Before the War (Kenzie & Gennaro  #1),Dennis Lehane,3.95,156029022,9781410000000,eng,3/23/2005,Xlibris Corporation
"I WILL TEACH YOU TO BE RICH, SECOND EDITION",Ramit Sethi,9781523505746,Workman,0,,,,,,,,A Dubious Codicil,Michael Wharton,3.25,701130644,9780160000000,eng,9/15/2003,Mariner Books
EXTREME OWNERSHIP,Jocko Willink and Leif Babin,9781250183866,St. Martin's,0,,,,,,,,A Fabulous  Formless Darkness,David G. Hartwell/Fritz Leiber/Fitz-James O'Brien/Shirley Jackson/Ambrose Bierce/Edith Wharton/Algernon Blackwood/Thomas M. Disch/Robert Aickman/Philip K. Dick/Gene Wolfe/Charles Dickens/Stephen King/Joyce Carol Oates/Walter de la Mare/Ivan Turgenev/Robert W. Chambers/Oliver Onions,4.18,812509676,9780700000000,eng,3/15/1991,Random House UK Distribution
TWENTY THOUSAND FLEAS UNDER THE SEA,Dav Pilkey,9781338801910,Scholastic,0,,,,,,,,A Faint Cold Fear (Grant County  #3),Karin Slaughter,4.08,60534052,9780810000000,eng,1/15/1992,Tor Books
COLLABORATIONS,Dav Pilkey,9781338846621,Scholastic,0,,,,,,,,A Fairly Honourable Defeat,Iris Murdoch/Peter Reed,3.93,141186178,9780060000000,eng,7/27/2004,Harper
MOTHERING HEIGHTS,Dav Pilkey,9781338680454,Scholastic,0,,,,,,,,A Faith Like Mine,Laura Buller/D.K. Publishing,3.91,756611776,9780140000000,eng,3/1/2001,Penguin Classics
MOON RISING,Tui T. Sutherland.,9781338730890,Scholastic,0,,,,,,,,A False Mirror (Inspector Ian Rutledge  #9),Charles Todd,4.02,60786736,9780760000000,eng,8/15/2005,DK Children
GRIME AND PUNISHMENT,Dav Pilkey,9781338535624,Scholastic,0,,,,,,,,A Matter of Trust,Penny Jordan,2.61,373117191,9780060000000,eng,1/9/2007,William Morrow
SCHOOL TRIP,Jerry Craft,9780062885531,Quill Tree,0,,,,,,,,A Matter of Trust (Justice  #0),Radclyffe,4.21,1933110333,9780370000000,eng,12/23/1994,Harlequin Presents
"ONE PIECE, VOL. 102",Eiichiro Oda,9781974736553,VIZ Media,0,,,,,,,,A Matter of Trust: The Case of the Mesmerizing Boss / The Case of the Confirmed Bachelor,Diana Palmer,4.04,373771835,9781930000000,eng,2/1/2006,Bold Strokes Books
"KAIJU NO. 8, VOL. 6",Naoya Matsumoto,9781974736331,VIZ Media,0,,,,,,,,A Memoir of Jane Austen and Other Family Recollections,J.E. Austen Leigh/Caroline Austen/Henry Austen/Anna Austen Lefroy/Kathryn Sutherland,3.83,192840746,9780370000000,eng,12/27/2005,Harlequin Books
FOR WHOM THE BALL ROLLS,Dav Pilkey,9781338236590,Scholastic,0,,,,,,,,A Midsummer Night's Dream,William Shakespeare,3.94,451526961,9780190000000,eng,12/5/2002,Oxford University Press
MARY ANNE'S BAD LUCK MYSTERY,Ann M. Martin.,9781338616101,Scholastic,0,,,,,,,,A Midsummer Night's Dream,William Shakespeare/Amanda Root/Arkangel Cast/Roy Hudd/David Harewood,3.94,1932219242,9780450000000,eng,5/1/1998,Signet Book
TEENAGE MUTANT NINJA TURTLES: THE LAST RONIN,"Kevin Eastman, Peter Laird and Tom Waltz",9781684058419,IDW,0,,,,,,,,A Midsummer Night's Dream,William Shakespeare/Roma Gill/B. Litt,3.94,198321503,9781930000000,eng,5/3/2005,AudioGO
FETCH-22,Dav Pilkey,9781338323214,Scholastic,0,,,,,,,,A Midsummer Night's Dream,William Shakespeare/Roma Gill,3.94,198320213,9780200000000,eng,7/28/2005,Oxford University Press  USA
"SPY X FAMILY, VOL. 9",Tatsuya Endo,9781974736287,VIZ Media,0,,,,,,,,A Midsummer Night's Dream,William Shakespeare/Stephen Orgel/A.R. Braunmuller/Russ McDonald,3.94,140714553,9780200000000,eng,8/15/2002,Oxford University Press  USA
LORD OF THE FLEAS,Dav Pilkey,9781338741070,Scholastic,0,,,,,,,,A Midsummer Night's Dream,William Shakespeare/Harold F. Brooks,3.94,1903436605,9780140000000,eng,8/1/2000,Penguin Classics
SPY CAMP,Stuart Gibbs.,9781534499379,Simon & Schuster,0,,,,,,,,A Midsummer Night's Dream,William Shakespeare/R.A. Foakes,3.94,521532477,9781900000000,en-US,9/6/1979,Arden Shakespeare
THE RUSSIAN,James Patterson and James O. Born,9781538703588,Grand Central,0,,,,,,,,A Midsummer Night's Dream (SparkNotes Literature Guide),SparkNotes/William Shakespeare,3.96,1586634046,9780520000000,eng,4/28/2003,Cambridge University Press
SUSPECTS,Danielle Steel,9781984821706,Dell,0,,,,,,,,A Midwife's Story,Sheryl Feldman/Penny Armstrong,4.07,1905177046,9781590000000,eng,1/10/2002,SparkNotes
TWO ALONE,Sandra Brown,9780778334446,MIRA,0,,,,,,,,A Midwife's Tale: The Life of Martha Ballard  Based on Her Diary  1785-1812,Laurel Thatcher Ulrich,4.01,679733760,9781910000000,eng,4/1/2007,Pinter & Martin Ltd
LEGACY,Nora Roberts,9781250775009,St. Martin's,0,,,,,,,,A Million Little Lies,James Pinocchio/Pablo Fenjves,3.41,61171468,9780680000000,eng,12/22/1991,Vintage Books
DEATH OF THE BLACK WIDOW,James Patterson and J.D. Barker,9781538753088,Grand Central,0,,,,,,,,A Million Little Pieces,James Frey,3.65,307276902,9780060000000,en-US,3/28/2006,William Morrow Paperbacks
MERCY,David Baldacci,9781538719718,Grand Central,0,,,,,,,,A Million Little Pieces of Feces,Python Bonkers,3.56,1411677315,9780310000000,eng,9/22/2005,Anchor Books
THE JENSENS OF COLORADO,William W. Johnstone and J.A. Johnstone,9780786050130,Pinnacle,0,,,,,,,,A Mind To Murder (Adam Dalgliesh  #2),P.D. James,3.82,571204155,9781410000000,en-US,2/10/2006,Lulu.com
TOM CLANCY: ZERO HOUR,Don Bentley,9780593422748,Berkley,0,,,,,,,,A Modern Utopia,H.G. Wells/Gregory Claeys/Francis Wheen,3.45,141441127,9780570000000,eng,5/20/2002,Gardners Books
SAVE IT FOR SUNDAY,William W. Johnstone and J.A. Johnstone,9780786049578,Pinnacle,0,,,,,,,,A Modest Proposal and Other Satirical Works,Jonathan Swift,4.05,486287599,9780140000000,eng,3/31/2006,Penguin Books Limited
THE LAST HOUSE GUEST,Megan Miranda,9781668012796,Marysue Rucci,0,,,,,,,,A Mortal Bane (Magdalene La Batarde  #1),Roberta Gellis,3.9,081257236X,9780490000000,eng,2/2/1996,Dover Publications
ONE NIGHT,Debbie Macomber,9780061081859,Avon,0,,,,,,,,A Moveable Feast,Ernest Hemingway,4.04,99285045,9780810000000,eng,9/17/2001,Tor Books
GETTING EVEN,Lisa Jackson,9781420155549,Zebra,0,,,,,,,,A Mulligan for Bobby Jobe: A Novel,Bob Cullen,3.32,60933526,9780100000000,eng,9/6/2012,Vintage
SOMEDAY WITH YOU,Nora Roberts,9781335452795,Silhouette,0,,,,,,,,A Multitude of Sins,Richard Ford,3.75,037572656X,9780060000000,eng,5/7/2002,Harper Perennial
READY FOR MARRIAGE,Debbie Macomber,9781335498410,Harlequin,0,,,,,,,,A Murder Is Announced (Miss Marple  #5),Agatha Christie,3.98,1579126294,9780380000000,eng,2/4/2003,Vintage
THE JUDGE'S LIST,John Grisham,9780593157831,Vintage,0,,,,,,,,A Near Thing for Captain Najork (Captain Najork #2),Russell Hoban/Quentin Blake,4.18,1567923232,9781580000000,eng,9/30/2006,Black Dog & Leventhal Publishers
THE ONE AND ONLY IVAN,Katherine Applegate.,9780061992278,HarperCollins,0,,,,,,,,A New Collection of Three Complete Novels: Congo / Sphere / Eaters of the Dead,Michael Crichton,3.99,517101351,9781570000000,eng,10/1/2006,David R. Godine
THE WILD ROBOT,Peter Brown,9780316382007,"Little, Brown",0,,,,,,,,A New History of Early English Drama,John D. Cox/David Scott Kastan/Stephen Greenblatt,4.05,231102437,9780520000000,eng,3/6/1994,Wings Books
WISH,Barbara O'Connor,9781250144058,Square Fish,0,,,,,,,,A New Hope: The Illustrated Screenplay (Star Wars  Episode IV),George Lucas,4.23,345420691,9780230000000,eng,8/15/1997,Columbia University Press
A LONG WALK TO WATER,Linda Sue Park,9780547577319,Clarion,0,,,,,,,,A New Leash on Death (A Dog Lover's Mystery  #1),Susan Conant,3.79,425146227,9780350000000,eng,3/24/1998,Del Rey
RESTART,Gordon Korman,9781338053807,Scholastic,0,,,,,,,,A Nose for Murder (Jack and Jamie #1),Lee Charles Kelley,3.52,60524936,9780430000000,eng,4/1/1994,Berkley Prime Crime
THE ONE AND ONLY BOB,Katherine Applegate.,9780062991324,HarperCollins,0,,,,,,,,A Note Slipped Under the Door: Teaching from Poems We Love,Nick Flynn/Shirley McPhillips/Philippa Stratton,4.12,1571103201,9780060000000,eng,3/1/2003,Avon Books
FISH IN A TREE,Lynda Mullaly Hunt,9780142426425,Nancy Paulsen,0,,,,,,,,A Painted House,John Grisham,3.7,385337930,9781570000000,eng,1/1/2000,Stenhouse Publishers
A WOLF CALLED WANDER,Rosanne Parry.,9780062895943,Greenwillow,0,,,,,,,,A Painted House,John Grisham,3.7,99416158,9780390000000,eng,2/3/2004,Bantam
OUT OF MY MIND,Sharon M. Draper,9781416971719,Atheneum,0,,,,,,,,A Pale View of Hills,Kazuo Ishiguro,3.74,571225373,9780100000000,eng,9/29/2002,Arrow Books
WHEN YOU TRAP A TIGER,Tae Keller,9781524715731,Yearling,14,,,,,,,,A Parchment of Leaves,Silas House,4.18,345464974,9780570000000,eng,3/3/2005,Faber and Faber
IF HE HAD BEEN WITH ME,Laura Nowlin,9781728205489,Sourcebooks Fire,0,,,,,,,,A Passage to India,E.M. Forster/Oliver Stallybrass/Pankaj Mishra,3.68,014144116X,9780350000000,eng,8/26/2003,Ballantine Books
GIRL IN PIECES,Kathleen Glasgow,9781101934746,Ember,0,,,,,,,,A Passage to India,E.M. Forster,3.68,140274235,9780140000000,eng,8/30/2005,Penguin Books
BETTER THAN THE MOVIES,Lynn Painter,9781534467637,Simon & Schuster,0,,,,,,,,A Passage to India: A Reader's Guide to Essential Criticism,Betty Jay,3.56,184046027X,9780140000000,en-GB,9/3/1998,Penguin Books
THE WAY I USED TO BE,Amber Smith,9781481449366,Margaret K. McElderry,0,,,,,,,,A Patchwork Planet,Anne Tyler,3.79,080411918X,9781840000000,en-GB,8/16/2003,Palgrave Macmillan
ONE OF US IS LYING,Karen M. McManus,9781524714758,Delacorte,0,,,,,,,,A People's History of the United States,Howard Zinn,4.08,60838655,9780800000000,eng,5/1/2001,Ballantine Books
THE ISLAND,Natasha Preston,9780593481493,Delacorte,0,,,,,,,,A People's History of the United States,Howard Zinn/Kathy Emery/Ellen Gordon Reeves,4.08,1565848268,9780060000000,eng,8/2/2005,Harper Perennial
THEY BOTH DIE AT THE END,Adam Silvera,9780062457806,Quill Tree,0,,,,,,,,A People's History of the United States: The Civil War to the Present,Howard Zinn/Kathy Emery/Ellen Gordon Reeves,4,1565847253,9781570000000,eng,7/1/2003,The New Press
SIX OF CROWS,Leigh Bardugo,9781250076960,Square Fish,0,,,,,,,,A People's Tragedy: The Russian Revolution: 1891-1924,Orlando Figes,4.31,014024364X,9781570000000,eng,8/1/2003,The New Press
THE BOOK THIEF,Markus Zusak,9780375842207,Knopf,0,,,,,,,,A Perfect Vacuum,Stanisław Lem/Michael Kandel,4.18,810117339,9780140000000,eng,3/1/1998,Penguin Books
ONCE UPON A BROKEN HEART,Stephanie Garber,9781250898326,Flatiron,0,,,,,,,,A Personal Matter,Kenzaburō Ōe/John Nathan,3.89,802150616,9780810000000,en-US,11/25/1999,Northwestern University Press
,,,,,,,,,,,,A Philosophical Enquiry into the Origin of our Ideas of the Sublime and Beautiful,Edmund Burke/Adam Phillips,3.76,192835807,9780800000000,eng,1/13/1994,Grove Press
,,,,,,,,,,,,A Picture Book of Anne Frank,David A. Adler/Karen Ritz,4.18,823410781,9780190000000,eng,11/19/1998,Oxford University Press
,,,,,,,,,,,,A Picture Book of Thomas Jefferson (Picture Book Biographies) (Picture Book Biography),David A. Adler/John Wallner/Alexandra Wallner,3.75,823408817,9780820000000,en-US,1/1/1993,Holiday House
,,,,,,,,,,,,A Pinch of Poison (Hemlock Falls Mysteries  #3),Claudia Bishop,3.57,425151042,9780820000000,en-US,3/1/1991,Holiday House
,,,,,,,,,,,,A Pinch of Snuff (Dalziel & Pascoe  #5),Reginald Hill,3.84,440169127,9780430000000,eng,12/1/1995,Berkley
,,,,,,,,,,,,A Pirate Looks at Fifty,Jimmy Buffett/Leona Nevler,3.83,449005860,9780440000000,eng,7/1/1990,Dell
,,,,,,,,,,,,A Place So Foreign and Eight More,Cory Doctorow/Bruce Sterling,3.72,1568582862,9780450000000,eng,11/28/1999,Fawcett
,,,,,,,,,,,,A Place Where the Sea Remembers,Sandra Benítez,3.62,671892673,9781570000000,eng,9/8/2003,Four Walls Eight Windows Press
,,,,,,,,,,,,A Pocket Full of Rye: A BBC Radio 4 Full-Cast Dramatisation,Agatha Christie/Michael Bakewell/June Whitfield/Nicky Henson/Derek Waring/Natasha Pyne,3.86,792737369,9780670000000,eng,2/5/1995,Scribner
,,,,,,,,,,,,A Portrait of the Artist as a Young Man,James Joyce/Seamus Deane,3.61,142437344,9780790000000,eng,4/1/2014,Blackstone Audiobooks
,,,,,,,,,,,,A Portrait of the Artist As a Young Man,James Joyce/Walter Hettche/Hans Walter Gabler/John Paul Riquelme/John Mitchel/Michael Davitt/Canon  Doyle/Pádraic Pearse/Ignatius of Loyola/Giovanni Pietro Pinamont/Walter Pater/Oscar Wilde/Douglas Hyde/Kenneth Burke/Umberto Eco/Hugh Kenner/Hélène Cixous/Karen Lawrence/Maud Ellmann/Bonnie Kime Scott/Joseph Valente/Marian Eide/Pericles Lewis/Jonathan Mulrooney/J.M. Synge,3.61,393926796,9780140000000,eng,3/25/2003,Penguin Classics
,,,,,,,,,,,,A Portrait of the Artist as a Young Man,James Joyce/Jim Norton,3.61,9626343664,9780390000000,eng,5/1/2007,W. W. Norton & Company
,,,,,,,,,,,,A Portrait of the Artist as a Young Man,James Joyce/Langdon Hammer,3.61,451530152,9789630000000,eng,8/1/2005,Naxos Audiobooks
,,,,,,,,,,,,A Power Governments Cannot Suppress,Howard Zinn,4.27,872864758,9780450000000,eng,6/6/2006,Signet Classics
,,,,,,,,,,,,A Practical Guide to Dragons,Lisa Trumbauer/Emily Fiegenshuh,4.33,786941642,9780870000000,eng,12/1/2006,City Lights Publishers
,,,,,,,,,,,,A Prayer for Owen Meany,John Irving,4.23,679642595,9780790000000,eng,9/26/2006,Mirrorstone
,,,,,,,,,,,,A Preface to Democratic Theory,Robert A. Dahl,3.63,226134342,9780680000000,eng,6/4/2002,Modern Library
,,,,,,,,,,,,A Primate's Memoir: A Neuroscientist's Unconventional Life Among the Baboons,Robert M. Sapolsky,4.35,743202414,9780230000000,en-GB,9/15/2006,University of Chicago Press
,,,,,,,,,,,,A Princess of Mars (Barsoom  #1),Edgar Rice Burroughs/John Seelye,3.81,143104888,9780740000000,eng,3/12/2002,Scribner
,,,,,,,,,,,,A Quantum Murder (Greg Mandel  #2),Peter F. Hamilton,3.97,812555244,9780140000000,eng,1/30/2007,Penguin Books
,,,,,,,,,,,,A Quick Bite (Argeneau #1),Lynsay Sands,3.91,60773758,9780810000000,eng,6/15/1998,Tor Books
,,,,,,,,,,,,A Quiver Full of Arrows,Jeffrey Archer,3.78,312937695,9780060000000,eng,3/31/2020,Avon
,,,,,,,,,,,,A Random Walk Down Wall Street,Burton G. Malkiel,4.1,393057828,9780310000000,eng,8/30/2005,St. Martin's Paperbacks
,,,,,,,,,,,,A Random Walk Down Wall Street,Burton G. Malkiel/Christopher Flavin,4.1,393019993,9780390000000,en-US,4/17/2003,W. W. Norton  Company
,,,,,,,,,,,,A Reader's Digest Songbook: Remembering Yesterday's Hits,William L. Simon,4.38,895772493,9780390000000,eng,1/1/1985,W. W. Norton & Company
,,,,,,,,,,,,A Reading Guide to Island of the Blue Dolphins,Patricia McHugh,3.89,439463696,9780900000000,eng,10/1/1987,Reader's Digest Association
,,,,,,,,,,,,A Redwall Winter's Tale,Brian Jacques/Christopher Denise,4.13,142401986,9780440000000,eng,7/1/2003,Scholastic Reference
,,,,,,,,,,,,A Ring of Endless Light (Austin Family  #4),Madeleine L'Engle,4.15,440910811,9780140000000,en-US,10/21/2004,Puffin
,,,,,,,,,,,,A River Runs Through It,Norman Maclean/Barry Moser,4.17,226500608,9780440000000,eng,9/1/1995,Bantam Doubleday Dell Publishing Group
,,,,,,,,,,,,A River Runs Through it and Other Stories,Norman Maclean/Annie Proulx,4.18,226500667,9780230000000,eng,5/15/1989,University of Chicago Press
,,,,,,,,,,,,A Robin McKinley Collection: Spindle's End  The Hero and the Crown and The Blue Sword (Folktales #1-3),Robin McKinley,4.39,142302333,9780230000000,eng,10/1/2001,University of Chicago Press
,,,,,,,,,,,,A Room of One's Own,Virginia Woolf,4.14,1568493665,9780140000000,eng,9/16/2002,Puffin
,,,,,,,,,,,,A Room of One's Own,Virginia Woolf,4.14,141183535,9781570000000,eng,12/1/1994,Buccaneer Books
,,,,,,,,,,,,A Room of One's Own,Virginia Woolf/Mark Hussey/Susan Gubar,4.14,156030411,9780140000000,eng,1/1/2000,Penguin Books
,,,,,,,,,,,,A Room with a View,E.M. Forster,3.91,1420925431,9780160000000,en-US,8/1/2005,Mariner Books
