title,author,weeks_on_list,publication_date,average_rating,publisher
Le Réseau Kinakuta (Cryptonomicon  #2),Neal Stephenson,,3/31/2001,4.1,Payot
The Confusion (The Baroque Cycle  #2),Neal Stephenson,,6/14/2005,4.26,William Morrow Paperbacks
Quicksilver (The Baroque Cycle  #1),Neal Stephenson,,9/21/2004,3.93,HarperCollins Perennial
The Cobweb,Neal Stephenson/J. Frederick George,,5/31/2005,3.61,Spectra Books
The Big U,Neal Stephenson,,2/6/2001,3.25,William Morrow Paperbacks
The Diamond Age: Or  A Young Lady's Illustrated Primer,Neal Stephenson/Pedro Jorge Romero,,5/2/2000,4.19,Spectra
Interface,Neal Stephenson/George F. Jewsbury/Stephen  Bury,,5/31/2005,3.68,Spectra
Odalisque (The Baroque Cycle  Vol. 1  Book 3),Neal Stephenson,,3/28/2006,4.2,HarperTorch
Snow Crash,Neal Stephenson/Guy Abadia,,8/2/2000,4.03,Bantam Books
Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume II: The Endgame,Dan Harrington/Bill Robertie,,6/1/2005,4.16,Two Plus Two Publishing LLC
Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume I: Strategic Play,Dan Harrington/Bill Robertie,,12/1/2004,4.24,Two Plus Two Publishing LLC
The Design of Everyday Things,Donald A. Norman,,9/19/2002,4.17,Basic Books
Emotional Design: Why We Love (or Hate) Everyday Things,Donald A. Norman,,5/11/2005,3.95,Basic Books
The Psychology of Everyday Things,Donald A. Norman,,6/13/1988,4.17,Basic Books
No Price Too High: A Pentecostal Preacher Becomes Catholic - The Inspirational Story of Alex Jones as Told to Diane Hanson,Alex C. Jones/Diane M. Hanson/Stephen K. Ray,,4/30/2006,4.27,Ignatius Press
The Alchemist,Paulo Coelho/Alan R. Clarke/James Noel Smith,,5/2/2006,3.86,HarperOne
The Alchemist,Paulo Coelho/Alan R. Clarke/Özdemir İnce,,5/1/1993,3.86,HarperCollins
Fullmetal Alchemist  Vol. 9 (Fullmetal Alchemist  #9),Hiromu Arakawa/Akira Watanabe,,9/19/2006,4.57,VIZ Media LLC
Fullmetal Alchemist  Vol. 3 (Fullmetal Alchemist  #3),Hiromu Arakawa/Akira Watanabe,,9/13/2005,4.56,VIZ Media LLC
Fullmetal Alchemist  Vol. 8 (Fullmetal Alchemist  #8),Hiromu Arakawa/Akira Watanabe,,7/18/2006,4.57,VIZ Media LLC
Fullmetal Alchemist  Vol. 1 (Fullmetal Alchemist  #1),Hiromu Arakawa/Akira Watanabe,,5/3/2005,4.5,VIZ Media LLC
Fullmetal Alchemist  Vol. 4 (Fullmetal Alchemist  #4),Hiromu Arakawa/Akira Watanabe,,11/8/2005,4.55,VIZ Media LLC
The Illustrated Alchemist: A Fable about Following Your Dream,Paulo Coelho/Alan R. Clarke/Mœbius,,11/1/1998,3.86,HarperCollins Publishers
Fullmetal Alchemist  Vol. 2 (Fullmetal Alchemist  #2),Hiromu Arakawa/Akira Watanabe,,7/5/2005,4.52,VIZ Media LLC
Pompeii,Robert   Harris,,11/8/2005,3.82,Random House Trade Paperbacks
The Last Days of Pompeii,Edward Bulwer-Lytton/John Gregory Betancourt,,12/3/2002,3.6,Borgo Press
Of Mice and Men,John Steinbeck,,1/8/2002,3.87,Penguin Books
The Game: Penetrating the Secret Society of Pickup Artists,Neil Strauss,,9/6/2005,3.74,It Books
The Westing Game,Ellen Raskin,,4/12/2004,4.02,Puffin
The Egypt Game,Zilpha Keatley Snyder,,7/7/2009,3.83,Turtleback Books
Memoirs of a Geisha,Arthur Golden,,11/22/2005,4.11,Vintage Books USA
Memoirs of a Geisha,Arthur Golden,,11/15/2005,4.11,Random House Large Print Publishing
Memoirs of a Geisha,Arthur Golden,,12/1/2005,4.11,Vintage
Memoirs of a Geisha: A Portrait of the Film,David        James/Peggy Mulloy/Rob Marshall/Arthur Golden,,10/20/2005,4.08,Newmarket Press
Memoirs of a Geisha,Arthur Golden,,6/4/1998,4.11,Vintage
Geisha of Gion,Mineko Iwasaki/Rande Brown,,5/6/2003,3.93,Pocket Books
Love As A Foreign Language #5,J. Torres/Eric  Kim,,2/1/2006,3.44,Oni Press
Jungle Love,Margaret Johnson/Philip Prowse,,8/1/2002,3.41,Cambridge University Press
The 5 Love Languages / The 5 Love Languages Journal,Gary Chapman,,1/1/2005,4.7,Moody Publishers
Angels & Demons (Robert Langdon  #1),Dan Brown,,4/1/2006,3.89,Pocket Books
Ángeles y demonios (Robert Langdon  #1),Dan Brown,,12/1/2005,3.89,Umbriel
Angeles & Demonios,Dan Brown/Raúl Amundaray,,12/1/2005,3.89,FonoLibro
The Da Vinci Code (Robert Langdon  #2),Dan Brown,,3/28/2006,3.84,Anchor
The Da Vinci Code,Dan Brown,,3/28/2006,3.84,Broadway Books
Da Vinci Code (Robert Langdon  #2),Dan Brown/Daniel Roche,,5/3/2005,3.84,Pocket
Deception Point,Dan Brown,,4/1/2006,3.71,Pocket Books
Deception Point,Dan Brown,,5/1/2004,3.71,Corgi Books
Deception Point,Dan Brown,,8/1/2005,3.71,Bantam Press
A Killing Rain (Louis Kincaid  #6),P.J. Parrish,,2/1/2005,4.04,Pinnacle
The Millionaire Next Door: The Surprising Secrets of America's Wealthy,Thomas J. Stanley/William D. Danko,,10/1/1998,4.03,Gallery Books
Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century,Napoleon Hill,,9/1/2005,4.18,Tarcherperigee
Think and Grow Rich,Napoleon Hill,,8/7/2004,4.18,High Roads Media
Pragmatic Version Control: Using Subversion (The Pragmatic Starter Kit Series),Mike   Mason,,6/7/2006,3.58,Pragmatic Bookshelf
Read My Lips: Sexual Subversion and the End of Gender,Riki Anne Wilchins,,6/1/2005,3.95,Firebrand Books
Trump: The Art of the Deal,Donald J. Trump/Tony Schwartz,,12/28/2004,3.66,Ballantine Books
The Richest Man in Babylon,George S. Clason,,2/1/2008,4.26,Berkley Books
The Richest Man in Babylon,George S. Clason,,6/17/2005,4.26,Recorded Books  Inc.
Shibumi,Trevanian/Gisela Stege,,5/10/2005,4.21,Broadway Books
1776,David McCullough,,7/4/2006,4.07,Simon  Schuster
1776,Peter  Stone/Sherman Edwards,,11/18/1976,4.22,Penguin Books
The Crescent Obscured: The United States and the Muslim World  1776-1815,Robert J. Allison,,7/15/2000,3.62,University of Chicago Press
The Good Earth (House of Earth  #1),Pearl S. Buck,,3/4/2009,3.98,Howard Publishing Co
Purpose Driven Life - For Commuters: What on Earth Am I Here For?,Rick Warren,,3/15/2005,3.93,Zondervan
Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,,7/5/2005,3.74,Harper Perennial
Fast Food Nation: What The All-American Meal is Doing to the World,Eric Schlosser,,4/4/2002,3.74,Penguin Books
Snow Flower and the Secret Fan,Lisa See,,2/21/2006,4.07,Random House
The Broker,John Grisham,,9/26/2006,3.78,Delta
The Power Broker: Robert Moses and the Fall of New York,Robert A. Caro,,7/12/1975,4.51,Vintage
The Power Broker: A Novel (Christian Gillette  #3),Stephen W. Frey,,7/25/2006,3.75,Ballantine Books
Body For Life: 12 Weeks to Mental and Physical Strength,Bill Phillips/Michael D'Orso,,6/10/1999,3.74,HarperCollins Publishers  Inc.
Body for Life for Women: A Woman's Plan for Physical and Mental Transformation,Pamela Peeke/Cindy Crawford,,4/1/2005,3.65,Rodale Books
Eating for Life: Your Guide to Great Health  Fat Loss and Increased Energy!,Bill Phillips,,11/26/2003,3.95,High Point Media
The Warren Buffett Way,Robert G. Hagstrom/Bill Miller/Kenneth L. Fisher,,10/1/2005,4.13,John Wiley & Sons
The Warren Buffett CEO: Secrets from the Berkshire Hathaway Managers,Robert P. Miles/Tom Osborne,,4/18/2003,4.07,Wiley
Monkey Business: True Story of the Scopes Trial,Marvin N. Olasky/John R. Perry,,5/15/2005,3.15,B Books
Junie B. Jones and a Little Monkey Business (Junie B. Jones  #2),Barbara Park/Denise Brunkus,,2/16/1993,3.99,Random House Books for Young Readers
Monkey Business,Sarah Mlynowski,,9/24/2004,3.67,Red Dress Ink
Liar's Poker,Michael   Lewis,,10/1/1990,4.15,Penguin Books
Liar's Poker: A Harry Garnish Mystery,Frank McConnell,,6/1/1993,3.31,Walker & Company
Risotto: 30 Simply Delicious Vegetarian Recipes from an Italian Kitchen,Ursula Ferrigno/Jason Lowe/Maxine  Clark,,3/1/2001,4.08,Ryland Peters & Small
Giada's Family Dinners,Giada De Laurentiis/Victoria Pearson,,4/4/2006,3.96,Clarkson Potter
Everyday Italian: 125 Simple and Delicious Recipes,Giada De Laurentiis,,2/22/2005,3.95,Clarkson Potter
Everyday Pasta,Giada De Laurentiis/Victoria Pearson,,4/3/2007,4.09,Clarkson Potter
Tyler's Ultimate: Brilliant Simple Food to Make Any Time,Tyler Florence/Petrina Tinslay,,9/26/2006,4.09,Clarkson Potter
Tyler Florence's Real Kitchen: An Indespensible Guide for Anybody Who Likes to Cook,Tyler Florence/JoAnn Cianciulli/Bill Bettencourt/Bobby Flay,,3/25/2003,4.06,Clarkson Potter Publishers
Eat This Book: Cooking with Global Fresh Flavors,Tyler Florence/Petrina Tinslay,,10/1/2004,3.92,Clarkson Potter Publishers
Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt/Stephen J. Dubner,,10/17/2006,3.97,William Morrow
Freakonomics: Un economista políticamente incorrecto explora el lado oculto de lo que nos afecta,Steven D. Levitt/Stephen J. Dubner,,8/1/2006,3.97,Ediciones B
Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt/Stephen J. Dubner,,12/8/2006,3.97,Harper
The Last Assassin (John Rain  #5),Barry Eisler,,6/1/2006,4.27,Putnam Publishing Group
Life of Pi,Yann Martel,,5/3/2004,3.91,Mariner Books / Harvest Books
L'Histoire de Pi,Yann Martel/Nicole Martel/Emile Martel,,11/24/2005,3.91,Gallimard
Shadows and Wind: A View of Modern Vietnam,Robert Templer,,9/1/1999,3.49,Penguin Books
A Million Little Pieces,James Frey,,9/22/2005,3.65,Anchor Books
A Million Little Pieces of Feces,Python Bonkers,,2/10/2006,3.56,Lulu.com
A Million Little Lies,James Pinocchio/Pablo Fenjves,,3/28/2006,3.41,William Morrow Paperbacks
The Leadership Challenge,James M. Kouzes/Barry Z. Posner,,8/7/2003,4.05,Jossey-Bass
Lincoln on Leadership: Executive Strategies for Tough Times,Donald T. Phillips,,2/1/1993,4.14,Business Plus
Leadership in Organizations,Gary Yukl,,7/7/2005,3.68,Prentice Hall
Leadership,Rudolph W. Giuliani,,10/1/2002,3.72,Little  Brown
Men Are from Mars  Women Are from Venus,John Gray,,4/3/2012,3.55,Harper Paperbacks
Mars and Venus Book of Days: 365 Inspriations to Enrich Your Relationships,John Gray,,10/21/1998,3.62,Harper
Men Are from Mars  Women Are from Venus,John Gray,,4/3/2007,3.55,HarperAudio
How to Succeed with Women,Ron  Louis/David Copeland,,10/29/1998,3.76,Prentice Hall Press
The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,,6/25/2002,4.05,Bantam
The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,,5/4/1980,4.05,Crown Publishing Group
Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,,3/17/2004,4.26,W. W. Norton  Company
Juiced Official Strategy Guide,Doug Walsh,,6/1/2005,0,BradyGames
The 48 Laws of Power,Robert Greene/Joost Elffers,,9/1/2000,4.18,Penguin (Business)
Gates of Fire,Steven Pressfield,,9/27/2005,4.42,Bantam
Fire Sea (The Death Gate Cycle  #3),Margaret Weis/Tracy Hickman,,3/1/1992,4.07,Spectra Books
The Gate of Fire (Oath Of Empire Book Two),Thomas Harlan,,6/18/2001,3.58,Tor Classics
The Afghan Campaign,Steven Pressfield,,7/1/2006,3.96,Doubleday Books
Tides of War,Steven Pressfield,,8/28/2001,3.9,Bantam
Last of the Amazons,Steven Pressfield,,7/1/2003,3.76,Bantam
The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,Steven Pressfield/Robert McKee,,4/1/2003,4,Warner Books
Gita on the Green,Stephen J. Rosen/Steven Pressfield,,5/30/2002,3.78,Continuum
Blood Stripes: The Grunt's View of the War in Iraq,David J. Danelo/Steven Pressfield,,4/24/2006,3.91,Stackpole Books
Phaedrus and Letters VII and VIII,Plato/Walter Hamilton,,1/30/1973,4.1,Penguin Classics
Phaedrus,Plato/Robin Waterfield,,1/16/2003,3.92,Oxford University Press  USA
Phaedrus,Plato/C.J. Rowe,,8/25/2005,3.92,Penguin Classics
Lysis/Phaedrus/Symposium: Plato on Homosexuality,Plato/Benjamin Jowett,,12/1/1991,4.47,Prometheus Books
Enthusiasm and Divine Madness,Josef Pieper/Richard Winston/Clara Winston,,2/11/2019,4.5,St. Augustines Press
On Love: Lysis/Symposium/Phaedrus/Alcibiades/Selections from Republic & Laws,Plato/C.D.C. Reeve,,6/15/2006,4.06,Hackett Publishing Company  Inc.
Gorgias/Phaedrus (Agora),Plato/James H. Nichols Jr.,,9/1/1998,4.35,Cornell University Press
Statesman,Plato/C.J. Rowe,,3/15/1999,3.85,Hackett Publishing Company  Inc.
Gorgias,Plato/Walter Hamilton/Chris Emlyn-Jones,,1/29/2004,3.95,Penguin Classics
The Histories,Herodotus/Aubrey de Sélincourt/John M. Marincola,,1/30/2003,3.99,Penguin Books
The Histories,Herodotus/Aubrey de Sélincourt/John M. Marincola,,9/1/1954,3.99,Penguin Classics
The History (Great Minds),Herodotus/Henry Francis Cary,,11/1/1992,3.99,Prometheus Books
The Histories,Herodotus/Carolyn Dewald/Robin Waterfield,,11/19/1998,3.99,Oxford University Press
The Histories,Herodotus/Aubrey de Sélincourt/Andrew Robert Burn,,8/30/1970,3.99,Penguin Classics
The Histories,Herodotus/Jennifer Tolbert Roberts/Walter Blanco,,1/17/1992,3.99,W.W. Norton & Company
The Histories,Herodotus/Edward Henry Blakeney/George Rawlinson/Rosalind Thomas,,3/25/1997,3.99,Everyman's Library 234
The History,Herodotus/Peter Grene,,3/14/1987,3.99,University of Chicago Press
The Iliad,Homer/Robert Fagles/Bernard Knox,,4/29/1999,3.86,Penguin Classics
Iliad,Homer/Stanley Lombardo/Sheila Murnaghan,,3/12/1997,3.86,Hackett Publishing Company  Inc.
The Iliad,Homer/Robert Fitzgerald/Andrew Ford,,4/3/2004,3.86,Farrar  Straus and Giroux
The Iliad/The Odyssey,Homer/Robert Fagles/Bernard Knox,,11/1/1999,4.04,Penguin Classics
The Iliad,Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu,,1/30/2003,3.86,Penguin Classics
The Iliad,Homer/W.H.D. Rouse,,8/1/1999,3.86,Signet Classics
The Essential Iliad,Homer/Sheila Murnaghan/Stanley Lombardo,,9/15/2000,3.86,Hackett Publishing Company  Inc.
The Odyssey,Homer/Robert Fagles/Bernard Knox,,11/30/2006,3.76,Penguin Classics
The Odyssey,Homer/Robert Fitzgerald/D.S. Carne-Ross,,11/5/1998,3.76,Farrar  Straus and Giroux
The Odyssey,Homer/Richmond Lattimore,,6/1/1999,3.76,Harper Perennial
The Odyssey,Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu,,1/30/2003,3.76,Penguin Classics
The Odyssey,Homer/W.H.D. Rouse,,8/1/1999,3.76,Signet Classics
Aeneid: Selections from Books 1  2  4  6  10  12,Virgil/Barbara Weiden Boyd,,1/1/2001,4.35,Bolchazy-Carducci Publishers
Eclogues. Georgics. Aeneid: Books 1-6,Virgil/Henry Rushton Fairclough/G.P. Goold,,10/1/1999,4.22,Harvard University Press
City Eclogue,Ed Roberson,,1/30/2006,4.13,Atelos Press
The Eclogues and The Georgics,Virgil/Cecil Day-Lewis,,9/2/1999,3.8,Oxford University Press
Euripides: Iphigenia at Aulis (Companions to Greek & Roman Tragedy),Euripides/Pantelis Michelakis,,3/9/2006,4.03,Bristol Classical Press
Paul Kirk's Championship Barbecue Sauces: 175 Make-Your-Own Sauces  Marinades  Dry Rubs  Wet Rubs  Mops and Salsas,Paul  Kirk,,12/3/1997,3.94,Harvard Common Press
The Complete Pelican Shakespeare,William Shakespeare/Stephen Orgel/A.R. Braunmuller,,11/7/2002,4.5,Viking
The Complete Works,William Shakespeare,,10/13/1991,4.5,Gramercy
Hamlet,William Shakespeare/Harold Bloom/Rex Gibson,,8/1/2005,4.02,Cambridge University Press
The Compleat Works of Wllm Shkspr (abridged),Reduced Shakespeare Company/Adam Long/Daniel Singer/Jess Winfield,,2/1/1994,4.44,Applause Books
The Pilgrimage: A Contemporary Quest for Ancient Wisdom,Paulo Coelho/Alan R. Clarke,,5/1/1995,3.64,HarperOne
The Valkyries,Paulo Coelho/Alan R. Clarke,,9/28/1996,3.31,HarperOne
Warrior of the Light,Paulo Coelho,,3/30/2004,3.7,HarperOne
The Zahir,Paulo Coelho/Margaret Jull Costa,,7/3/2006,3.57,HarperOne
By the River Piedra I Sat Down and Wept,Paulo Coelho/Alan R. Clarke,,5/23/2006,3.57,HarperOne
The Fifth Mountain,Paulo Coelho/Clifford E. Landers,,4/26/2000,3.62,HarperOne
Veronika Decides to Die,Paulo Coelho/Margaret Jull Costa/Kâmuran Şipal,,6/1/2006,3.7,Harper Perennial
Hamlet,William Shakespeare/Stephen Orgel/A.R. Braunmuller,,12/1/2001,4.02,Penguin Books
Cliffs Notes on Shakespeare's Hamlet,Carla Lynn Stockton,,5/30/2000,3.69,Cliffs Notes
Shakespeare's Hamlet,William Shakespeare/Terri Mategrano,,5/29/2000,4.02,Cliffs Notes
Hamlet's Mill: An Essay Investigating the Origins of Human Knowledge and Its Transmission Through Myth,Giorgio De Santillana/Hertha Von Dechend,,3/24/2015,4.29,Nonpareil Books
History of the Peloponnesian War: Bk. 1-2,Thucydides/C.F. Smith,,1/1/1919,4.32,Harvard University Press
On Justice  Power and Human Nature: Selections from The History of the Peloponnesian War,Thucydides/Paul Woodruff,,10/1/1993,3.72,Hackett Publishing Company  Inc.
History of the Peloponnesian War: Bk. 5-6,Thucydides/C.F. Smith,,1/1/1921,4.35,Harvard University Press
The Peloponnesian War,Thucydides/Steven Lattimore,,6/1/1998,3.9,Hackett Publishing Company  Inc.
The Peloponnesian War: A New Translation  Backgrounds  Interpretations,Thucydides/Jennifer Tolbert Roberts/Walter Blanco,,7/17/1998,3.9,W. W. Norton & Company
History of the Peloponnesian War  Bk. 7-8,Thucydides/C.F. Smith,,1/1/1923,4.29,Harvard University Press
Thucydides  Book 6 Commentary,Cynthia W. Shelmerdine,,1/30/1989,4.5,Bryn Mawr Commentaries
Euripides I: Alcestis / The Medea / The Heracleidae / Hippolytus,Euripides/Richmond Lattimore/David Grene/Rex Warner/Ralph Gladstone,,2/15/1955,4.03,University of Chicago Press
Euripides V: Electra / The Phoenician Women / The Bacchae,Euripides/David Grene/Richmond Lattimore/Emily Townsend Vermeule/Elizabeth Wyckoff/William Arrowsmith,,1/15/1969,4.21,University of Chicago Press
Euripides IV: Rhesus / The Suppliant Women / Orestes / Iphigenia in Aulis,Euripides/David Grene/Richmond Lattimore/William Arrowsmith/Frank William Jones/Charles R. Walker,,11/15/1968,4.21,University of Chicago Press
Grief Lessons: Four Plays by Euripides,Anne Carson/Euripides,,8/1/2006,4.4,New York Review of Books
Ten Plays,Euripides/Moses Hadas/John Maclean,,8/1/1990,4.17,Bantam Classics
Euripides III: Hecuba / Andromache / The Trojan Women / Ion (Complete Greek Tragedies  #7),Euripides/David Grene/Richmond Lattimore/William Arrowsmith/John Frederick Nims/Ronald Frederick Willetts,,1/15/1992,4,University of Chicago Press
Euripides II: The Cyclops / Heracles / Iphigenia in Tauris / Helen,Euripides/David Grene/Richmond Lattimore/Witter Bynner/William Arrowsmith,,4/15/2002,4.31,University of Chicago Press
Medea and Other Plays,Euripides/John Davie/Richard Rutherford,,3/27/2003,4.03,Penguin Books
Cyclops / Alcestis / Medea,Euripides/David Kovacs,,1/1/1994,4.23,Loeb Classical Library
Medea,Euripides/Donald J. Mastronarde,,9/16/2002,3.87,Cambridge University Press
The Bacchae and Other Plays,Euripides/John Davie/Richard Rutherford,,1/26/2006,4.14,Penguin Classics
Bakkhai,Euripides/Reginald Gibbons/Peter H. Burian,,2/22/2001,3.88,Oxford University Press  USA
Plays 1: Medea/The Phoenician Women/Bacchae,Euripides/David Thompson/J. Michael Walton,,11/9/2000,3.78,Bloomsbury Methuen Drama
The Trojan Women and Hippolytus,Euripides,,7/17/2002,3.63,Dover Publications
The Bacchae of Euripides: A Communion Rite,Wole Soyinka,,7/17/2004,3.86,W. W. Norton  Company
Orestes and Other Plays,Euripides/James Morwood/Robin Waterfield,,12/20/2001,4.1,Oxford University Press
Children of Heracles / Hippolytus / Andromache / Hecuba,Euripides/David Kovacs,,2/15/1995,4.26,Loeb Classical Library
Alcestis,Euripides/William Arrowsmith,,2/1/1990,3.83,Oxford University Press  USA
Suppliant Women / Electra / Heracles,Euripides/David Kovacs,,9/1/1998,4.47,Loeb Classical Library
Medea,Euripides/Georgia Ann Machemer/Michael   Collier,,8/10/2006,3.87,Oxford University Press  USA
Euripides: Medea,William Allan,,10/31/2002,4.04,Bristol Classical Press
CliffsNotes on Euripides' Medea and Electra,Robert J. Milch,,9/13/1965,4.2,Cliffs Notes
Trojan Women / Iphigenia Among the Taurians / Ion,Euripides/David Kovacs,,12/1/1999,4.03,Loeb Classical Library
Helen / Phoenician Women / Orestes,Euripides/David Kovacs,,6/15/2002,4.07,Loeb Classical Library
The Complete Greek Tragedies  Volume 3: Euripides,Euripides/David Grene/Richmond Lattimore,,8/1/1992,4.43,University of Chicago Press
Aeschylus I: Oresteia (Agamemnon  The Libation Bearers  The Eumenides),Aeschylus/David Grene/Richmond Lattimore,,5/15/1969,4.02,University of Chicago Press
Aeschylus II: The Suppliant Maidens  The Persians  Seven against Thebes  and Prometheus Bound (The Complete Greek Tragedies),Aeschylus/David Grene/Richmond Lattimore/Seth Benardete,,2/1/1992,4.1,University of Chicago Press
The Oresteia,Aeschylus/Alan Shapiro/Peter H. Burian,,10/7/2004,4.02,Oxford University Press  USA
The Oresteia: Agamemnon  The Libation Bearers  The Eumenides,Aeschylus/Robert Fagles/William Bedell Stanford,,2/7/1984,4.02,Penguin Classics
Oresteia,Aeschylus/Peter Meineck/Helene P. Foley,,9/15/1998,4.02,Hackett Publishing Company  Inc.
